,INCOME,SEX,MARITAL.STATUS,AGE,EDUCATION,OCCUPATION,AREA,DUAL.INCOMES,HOUSEHOLD.SIZE,UNDER18,HOUSEHOLDER,HOME.TYPE,ETHNIC.CLASS,LANGUAGE
8078,[10.000-15.000),F,Single,25-34,Grades 9 to 11,Factory Worker/Laborer/Driver,4-6 years,Not Married,Two,,Rent,Other,White,English
8079,[15.000-20.000),M,Single,18-24,1 to 3 years of college,Military,-1 year,Not Married,One,,,Other,White,English
8080,[20.000-25.000),M,Single,45-54,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,,Rent,House,Black,English
8081,[30.000-40.000),F,Married,35-44,1 to 3 years of college,Clerical/Service Worker,10+ years,Yes,Two,,Rent,Apartment,White,English
8082,[20.000-25.000),F,Married,25-34,Graduated High Scool,Sales Worker,10+ years,Yes,Two,,Own,House,Other,English
8083,[75.000-,M,Single,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,,Own,House,Asian,Other
8084,[30.000-40.000),F,Divorced,45-54,Graduated High Scool,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,White,English
8085,[75.000-,M,Single,18-24,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,One,Family,House,White,English
8086,[15.000-20.000),F,Divorced,25-34,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,Two,,Rent,House,Black,English
8087,-10.000),M,Single,18-24,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Three,,Family,Apartment,White,English
8088,-10.000),F,Together,25-34,Graduated High Scool,Homemaker,4-6 years,Not Married,Four,Three,Rent,House,White,English
8089,[50.000-75.000),M,Single,45-54,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,White,English
8090,[75.000-,F,Married,45-54,Graduated High Scool,Homemaker,10+ years,No,Three,One,Own,House,White,English
8091,[10.000-15.000),F,Single,25-34,College graduate,Factory Worker/Laborer/Driver,1-3 years,Not Married,One,,Rent,Apartment,White,English
8092,[50.000-75.000),M,Single,18-24,Graduated High Scool,"Student, HS or College",10+ years,Not Married,Four,One,Family,House,White,English
8093,[25.000-30.000),M,Married,18-24,Graduated High Scool,Military,1-3 years,Yes,Two,,Rent,Apartment,White,English
8094,[30.000-40.000),M,Married,35-44,1 to 3 years of college,Sales Worker,10+ years,Yes,Two,,Own,House,White,English
8095,[75.000-,F,,45-54,Grad Study,Professional/Managerial,10+ years,Yes,Five,,Own,House,White,English
8096,[75.000-,M,Together,18-24,Grade 8 or less,"Student, HS or College",,No,Two,,Own,House,Other,Other
8097,[40.000-50.000),F,Divorced,25-34,College graduate,Professional/Managerial,10+ years,Not Married,Two,,Own,House,White,English
8098,[15.000-20.000),M,Married,65+,1 to 3 years of college,Retired,10+ years,No,Two,,Own,House,White,English
8099,[10.000-15.000),M,Widowed,65+,College graduate,Retired,10+ years,Not Married,One,,Rent,Apartment,White,English
8100,[50.000-75.000),M,Married,65+,1 to 3 years of college,Professional/Managerial,10+ years,No,Two,,Own,House,White,English
8101,[25.000-30.000),M,Married,65+,1 to 3 years of college,Retired,10+ years,No,Two,,Own,House,White,English
8102,[50.000-75.000),F,Married,25-34,College graduate,Professional/Managerial,10+ years,Yes,Seven,Five,Own,Other,White,English
8103,[25.000-30.000),F,Single,35-44,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,Two,,Rent,Apartment,White,English
8104,[25.000-30.000),M,Married,65+,1 to 3 years of college,Retired,10+ years,Not Married,Three,,Own,House,White,English
8105,[30.000-40.000),F,Single,55-64,Grad Study,Retired,10+ years,Not Married,,,Family,Condominium,White,English
8106,[25.000-30.000),F,Divorced,45-54,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,,Own,House,Black,English
8107,[30.000-40.000),F,Married,55-64,Graduated High Scool,Professional/Managerial,10+ years,Yes,Three,,Own,House,White,English
8108,[10.000-15.000),M,Single,18-24,1 to 3 years of college,Military,1-3 years,Not Married,,,,Other,White,English
8109,-10.000),M,Single,25-34,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,Three,,Rent,Apartment,White,English
8110,[10.000-15.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",4-6 years,Not Married,Four,,Rent,Condominium,White,English
8111,[25.000-30.000),M,Married,35-44,College graduate,Professional/Managerial,1-3 years,Yes,Two,,Rent,Apartment,White,English
8112,[10.000-15.000),M,Single,18-24,Graduated High Scool,Military,1-3 years,Not Married,,,,,Hispanic,English
8113,[50.000-75.000),F,Together,25-34,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Yes,Two,,Own,House,Other,English
8114,[20.000-25.000),F,Together,35-44,College graduate,Clerical/Service Worker,7-10 years,Not Married,Two,,Own,House,Asian,English
8115,[40.000-50.000),F,Divorced,45-54,1 to 3 years of college,Professional/Managerial,7-10 years,Not Married,One,,Own,Condominium,White,
8116,[20.000-25.000),F,Married,65+,Graduated High Scool,Homemaker,10+ years,Not Married,Two,,Own,Condominium,White,English
8117,[25.000-30.000),M,Single,18-24,Graduated High Scool,Clerical/Service Worker,10+ years,Not Married,Three,,Family,Apartment,White,English
8118,[30.000-40.000),M,Single,25-34,College graduate,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,Asian,English
8119,[15.000-20.000),F,Divorced,35-44,Graduated High Scool,Sales Worker,7-10 years,Not Married,One,,Rent,Apartment,Black,English
8120,[30.000-40.000),F,Married,55-64,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
8121,[25.000-30.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Three,,Family,House,White,English
8122,-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Three,One,Family,House,White,English
8123,[40.000-50.000),M,Divorced,35-44,Grad Study,Retired,10+ years,Not Married,One,,Own,House,White,English
8124,[30.000-40.000),F,Married,35-44,College graduate,Clerical/Service Worker,7-10 years,Yes,Three,One,Rent,Apartment,Asian,English
8125,[30.000-40.000),F,Married,25-34,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Yes,Three,One,Rent,House,Hispanic,English
8126,[10.000-15.000),M,Single,55-64,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,White,English
8127,-10.000),F,Single,25-34,Graduated High Scool,Sales Worker,10+ years,Not Married,Five,Two,Family,House,Black,English
8128,-10.000),F,,45-54,1 to 3 years of college,Retired,10+ years,No,One,,,Other,White,English
8129,[40.000-50.000),F,Widowed,55-64,Grad Study,Professional/Managerial,10+ years,Not Married,One,,Own,House,White,English
8130,[30.000-40.000),F,Single,25-34,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Two,One,Own,House,Asian,English
8131,-10.000),F,Widowed,65+,1 to 3 years of college,Retired,,Not Married,One,,Own,House,White,English
8132,[30.000-40.000),F,Married,45-54,Grad Study,Unemployed,10+ years,Yes,Three,,Own,House,White,English
8133,[40.000-50.000),F,Married,65+,College graduate,Retired,10+ years,Not Married,Two,,Own,House,White,English
8134,[40.000-50.000),F,Married,55-64,1 to 3 years of college,Homemaker,10+ years,No,Two,,Own,House,White,English
8135,[20.000-25.000),F,Single,35-44,College graduate,Professional/Managerial,10+ years,Not Married,One,,Rent,House,White,English
8136,[30.000-40.000),F,Married,45-54,College graduate,Clerical/Service Worker,10+ years,Yes,Three,,Own,House,Other,English
8137,[30.000-40.000),F,Married,25-34,Grades 9 to 11,Unemployed,10+ years,No,Four,,Rent,House,Other,English
8138,[40.000-50.000),F,Together,25-34,College graduate,Professional/Managerial,1-3 years,Not Married,Two,,Rent,,White,English
8139,[15.000-20.000),F,Divorced,35-44,1 to 3 years of college,Sales Worker,10+ years,Not Married,,,Rent,Apartment,White,English
8140,[50.000-75.000),M,Married,55-64,Graduated High Scool,Retired,10+ years,No,Two,,Rent,Apartment,White,English
8141,[40.000-50.000),M,Married,35-44,1 to 3 years of college,Homemaker,7-10 years,No,Three,One,Rent,Apartment,White,English
8142,[30.000-40.000),F,Married,45-54,Graduated High Scool,,10+ years,Yes,Two,,Rent,House,Hispanic,English
8143,[50.000-75.000),F,Married,35-44,Graduated High Scool,Clerical/Service Worker,10+ years,Yes,Four,Two,Own,House,Black,English
8144,[30.000-40.000),M,Divorced,35-44,Grad Study,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,Black,English
8145,[10.000-15.000),F,Divorced,55-64,Graduated High Scool,Retired,,Not Married,One,,Own,Condominium,White,English
8146,[15.000-20.000),M,Single,18-24,Graduated High Scool,Military,10+ years,Not Married,One,,Rent,Apartment,White,English
8147,[20.000-25.000),M,,35-44,Graduated High Scool,Unemployed,10+ years,Yes,Three,One,Rent,House,Hispanic,Spanish
8148,[15.000-20.000),M,Married,18-24,Graduated High Scool,Military,,No,Three,One,Rent,Apartment,Black,English
8149,[40.000-50.000),F,Together,35-44,College graduate,Professional/Managerial,10+ years,Not Married,Two,,Own,Condominium,White,English
8150,[40.000-50.000),M,Divorced,55-64,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Not Married,Two,One,Own,Other,White,English
8151,[50.000-75.000),M,Married,55-64,Grad Study,Retired,10+ years,No,,,Own,House,White,English
8152,[10.000-15.000),M,Married,18-24,Graduated High Scool,"Student, HS or College",10+ years,Not Married,Five,Two,Family,House,Pacific Islander,English
8153,[75.000-,M,Married,35-44,Grad Study,Professional/Managerial,10+ years,Yes,Five,Two,Own,House,White,English
8154,[20.000-25.000),F,Married,25-34,Grades 9 to 11,Clerical/Service Worker,10+ years,Yes,Four,Two,Rent,Apartment,Hispanic,English
8155,-10.000),M,Divorced,45-54,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Not Married,One,,Rent,Apartment,White,English
8156,-10.000),M,Single,18-24,Graduated High Scool,Military,-1 year,Not Married,One,,,Other,White,English
8157,[20.000-25.000),M,Single,18-24,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Three,,Rent,Apartment,White,English
8158,[50.000-75.000),F,Married,45-54,1 to 3 years of college,Clerical/Service Worker,1-3 years,Yes,Two,,Own,Condominium,White,
8159,[20.000-25.000),F,Divorced,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Three,,Family,House,White,English
8160,[30.000-40.000),F,Married,25-34,1 to 3 years of college,Homemaker,10+ years,Not Married,Four,Two,Own,House,White,English
8161,-10.000),M,Single,35-44,Graduated High Scool,Retired,10+ years,Not Married,Three,,Family,House,White,English
8162,[20.000-25.000),F,Together,25-34,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,Two,,Rent,Apartment,White,English
8163,[40.000-50.000),M,Married,35-44,1 to 3 years of college,Sales Worker,10+ years,Yes,Three,One,Rent,Apartment,White,English
8164,[10.000-15.000),M,Single,18-24,Graduated High Scool,Military,1-3 years,Not Married,One,One,,,White,English
8165,[15.000-20.000),F,Single,35-44,Grad Study,Clerical/Service Worker,10+ years,Not Married,One,,Rent,Apartment,White,English
8166,[20.000-25.000),F,Single,18-24,College graduate,Professional/Managerial,,Not Married,One,,Own,Mobile Home,White,English
8167,[25.000-30.000),F,Married,25-34,1 to 3 years of college,Professional/Managerial,1-3 years,Yes,Three,One,Rent,Apartment,White,English
8168,[20.000-25.000),M,Single,25-34,1 to 3 years of college,Professional/Managerial,1-3 years,Not Married,Three,,Rent,Apartment,White,English
8169,[10.000-15.000),F,Single,25-34,Graduated High Scool,Clerical/Service Worker,,Not Married,One,,Rent,,White,English
8170,[20.000-25.000),F,Divorced,25-34,Graduated High Scool,Professional/Managerial,1-3 years,Not Married,One,,Rent,Apartment,White,English
8171,[15.000-20.000),M,Widowed,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,,,Rent,Apartment,White,English
8172,[15.000-20.000),M,Single,25-34,College graduate,Clerical/Service Worker,-1 year,Not Married,One,,Rent,Apartment,White,English
8173,[40.000-50.000),F,Married,35-44,Graduated High Scool,Homemaker,10+ years,No,Four,Two,Own,House,White,
8174,[30.000-40.000),F,Divorced,25-34,College graduate,Professional/Managerial,4-6 years,Not Married,One,,Rent,House,White,English
8175,[40.000-50.000),F,Married,25-34,1 to 3 years of college,Homemaker,1-3 years,No,Six,Four,Own,House,Other,English
8176,-10.000),M,Single,18-24,Graduated High Scool,"Student, HS or College",10+ years,Not Married,,,Family,Other,White,English
8177,[10.000-15.000),M,Together,25-34,1 to 3 years of college,Military,1-3 years,No,Two,,Rent,Apartment,White,English
8178,[25.000-30.000),F,Married,25-34,Graduated High Scool,,10+ years,Yes,Two,,Rent,Apartment,Black,English
8179,[30.000-40.000),M,Divorced,18-24,1 to 3 years of college,Military,1-3 years,Not Married,Two,One,Own,Mobile Home,White,English
8180,-10.000),M,Single,18-24,Graduated High Scool,Military,1-3 years,Not Married,,,Rent,Other,Hispanic,English
8181,-10.000),F,Single,18-24,Grades 9 to 11,"Student, HS or College",1-3 years,Not Married,Three,,Family,House,White,English
8182,[30.000-40.000),F,Married,25-34,College graduate,Professional/Managerial,10+ years,No,Two,,Rent,Apartment,White,English
8183,[10.000-15.000),M,Single,18-24,Graduated High Scool,Military,,Not Married,One,,,Other,White,English
8184,[10.000-15.000),M,Married,18-24,Graduated High Scool,Military,1-3 years,Yes,Two,,Rent,Apartment,White,English
8185,[50.000-75.000),F,Married,55-64,1 to 3 years of college,Professional/Managerial,10+ years,Yes,,,Own,House,Black,English
8186,[30.000-40.000),F,Married,35-44,1 to 3 years of college,Professional/Managerial,1-3 years,Yes,Two,,Rent,Apartment,American Indian,English
8187,[40.000-50.000),F,Single,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,,Rent,House,White,English
8188,[20.000-25.000),F,Together,25-34,1 to 3 years of college,Professional/Managerial,1-3 years,Not Married,Four,One,Rent,House,Other,English
8189,[75.000-,M,Single,18-24,College graduate,Sales Worker,10+ years,Not Married,Two,,Rent,Condominium,White,English
8190,[75.000-,F,Single,25-34,,Professional/Managerial,1-3 years,Not Married,Two,,Own,House,White,English
8191,[20.000-25.000),F,Married,45-54,Grad Study,Professional/Managerial,10+ years,No,Two,,Rent,House,American Indian,English
8192,[15.000-20.000),F,Together,25-34,Graduated High Scool,Homemaker,10+ years,No,Three,One,Family,House,East Indian,Other
8193,-10.000),F,Widowed,65+,1 to 3 years of college,Retired,10+ years,Not Married,One,,,,White,English
8194,[25.000-30.000),F,Single,18-24,Graduated High Scool,"Student, HS or College",10+ years,Not Married,Three,,Rent,House,Black,English
8195,[15.000-20.000),F,Single,55-64,1 to 3 years of college,Unemployed,1-3 years,Not Married,,,Rent,,White,English
8196,[50.000-75.000),M,Married,45-54,Graduated High Scool,Retired,10+ years,No,Four,One,Own,House,White,English
8197,[30.000-40.000),F,Married,25-34,Graduated High Scool,Homemaker,10+ years,No,Four,Two,Rent,Apartment,Black,Spanish
8198,[10.000-15.000),F,Together,25-34,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Three,,Rent,Apartment,Black,English
8199,[40.000-50.000),M,Divorced,35-44,Grad Study,Professional/Managerial,1-3 years,Not Married,Two,One,Rent,House,White,English
8200,[25.000-30.000),M,Married,65+,Graduated High Scool,Retired,10+ years,No,Two,,Rent,Apartment,White,English
8201,[30.000-40.000),F,Married,25-34,1 to 3 years of college,Clerical/Service Worker,7-10 years,Yes,Four,Two,Rent,Other,White,English
8202,[10.000-15.000),F,Married,35-44,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Yes,Three,,Rent,Apartment,White,English
8203,[20.000-25.000),F,Single,18-24,College graduate,Professional/Managerial,10+ years,Not Married,Three,,Family,House,White,English
8204,[30.000-40.000),F,Married,25-34,1 to 3 years of college,Clerical/Service Worker,7-10 years,Yes,Three,One,Rent,House,Black,English
8205,[50.000-75.000),F,Married,35-44,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Yes,Three,,Own,House,White,English
8206,[30.000-40.000),F,Divorced,45-54,College graduate,Professional/Managerial,7-10 years,Not Married,Two,,Rent,,White,English
8207,[50.000-75.000),M,Married,35-44,Grad Study,Professional/Managerial,10+ years,No,Four,Two,Own,House,White,English
8208,[40.000-50.000),F,Together,25-34,1 to 3 years of college,Homemaker,10+ years,Not Married,Two,,Rent,House,Black,English
8209,[40.000-50.000),M,Married,18-24,Graduated High Scool,Military,-1 year,Yes,Two,,Rent,House,White,English
8210,[50.000-75.000),M,Married,55-64,College graduate,Retired,,No,Two,,Own,House,White,English
8211,[50.000-75.000),F,Divorced,65+,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Two,,Rent,Condominium,White,English
8212,[10.000-15.000),F,Single,18-24,Graduated High Scool,Clerical/Service Worker,,Not Married,Three,,Family,House,White,English
8213,[25.000-30.000),F,Married,18-24,1 to 3 years of college,Homemaker,,No,Two,,Rent,Apartment,White,English
8214,[75.000-,F,Single,14-17,Grades 9 to 11,Clerical/Service Worker,10+ years,Not Married,Five,Two,Rent,,White,English
8215,-10.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Three,,Family,House,White,English
8216,-10.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Five,,Family,House,White,English
8217,[20.000-25.000),F,Single,25-34,Grad Study,Professional/Managerial,4-6 years,Not Married,Two,One,Rent,House,White,English
8218,[50.000-75.000),M,Single,65+,Grad Study,Retired,10+ years,Not Married,Two,,Own,House,White,English
8219,-10.000),M,Single,18-24,1 to 3 years of college,Factory Worker/Laborer/Driver,,Not Married,Five,,Family,House,Other,English
8220,[15.000-20.000),F,Together,14-17,Grades 9 to 11,Sales Worker,10+ years,Not Married,Four,One,Rent,Apartment,White,English
8221,[50.000-75.000),M,Married,25-34,1 to 3 years of college,Professional/Managerial,4-6 years,Yes,Two,,Rent,House,White,English
8222,-10.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",,Not Married,Three,,Family,House,White,English
8223,[75.000-,M,Single,25-34,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Three,,Family,House,White,English
8224,[75.000-,M,Single,35-44,College graduate,Professional/Managerial,,Not Married,One,,Own,House,White,English
8225,[30.000-40.000),M,Single,18-24,College graduate,Professional/Managerial,1-3 years,Not Married,One,,Rent,Apartment,White,English
8226,[25.000-30.000),M,Married,25-34,College graduate,Military,,No,Two,,Rent,Apartment,White,English
8227,[10.000-15.000),M,Single,25-34,College graduate,"Student, HS or College",10+ years,Not Married,One,,Rent,Apartment,White,English
8228,[30.000-40.000),F,Married,18-24,1 to 3 years of college,Military,-1 year,Yes,Two,,Rent,Other,White,English
8229,[30.000-40.000),M,Divorced,65+,1 to 3 years of college,Retired,10+ years,Not Married,One,,Own,Condominium,White,English
8230,[40.000-50.000),M,Single,18-24,1 to 3 years of college,Sales Worker,10+ years,Not Married,Three,One,Family,House,White,English
8231,[30.000-40.000),M,Married,65+,1 to 3 years of college,Retired,10+ years,No,Two,,Own,,White,English
8232,-10.000),F,Single,18-24,Grades 9 to 11,Factory Worker/Laborer/Driver,10+ years,Not Married,Four,One,Family,House,Black,English
8233,[50.000-75.000),M,Married,65+,College graduate,Retired,10+ years,No,Two,,Own,House,White,English
8234,[10.000-15.000),M,Single,18-24,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,One,,Rent,Apartment,White,English
8235,[75.000-,M,Married,65+,1 to 3 years of college,Retired,,No,Two,,Own,House,White,English
8236,[10.000-15.000),M,Single,18-24,College graduate,Professional/Managerial,1-3 years,Not Married,One,,Rent,Apartment,White,English
8237,[25.000-30.000),M,Married,55-64,Graduated High Scool,Retired,,No,Two,,Own,House,White,English
8238,-10.000),M,Single,25-34,Grade 8 or less,,,Not Married,,,Own,Apartment,Hispanic,Spanish
8239,[75.000-,M,Single,14-17,Grades 9 to 11,Sales Worker,,Not Married,Four,One,Family,Other,White,English
8240,[20.000-25.000),F,Married,65+,College graduate,Clerical/Service Worker,10+ years,Yes,Two,,Own,House,White,Other
8241,[20.000-25.000),M,Married,35-44,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Yes,Four,Two,Rent,Apartment,White,English
8242,-10.000),M,Single,14-17,Grades 9 to 11,Clerical/Service Worker,10+ years,Not Married,Four,One,Family,House,White,English
8243,-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Three,One,Family,House,White,English
8244,[75.000-,M,Single,14-17,Grades 9 to 11,Clerical/Service Worker,10+ years,Not Married,Four,Two,Family,House,White,English
8245,[25.000-30.000),M,Single,25-34,1 to 3 years of college,Professional/Managerial,-1 year,Not Married,One,,Own,House,Hispanic,English
8246,[50.000-75.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",,Not Married,Four,One,Family,House,White,English
8247,[75.000-,M,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Four,One,Family,House,White,English
8248,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,One,Family,House,White,English
8249,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",,Not Married,Four,Two,Family,House,White,English
8250,[15.000-20.000),F,Single,18-24,Graduated High Scool,Clerical/Service Worker,10+ years,Not Married,Two,,Rent,Apartment,White,English
8251,[30.000-40.000),M,Single,55-64,Graduated High Scool,Professional/Managerial,10+ years,Not Married,Two,,Rent,House,White,English
8252,-10.000),M,Single,18-24,Graduated High Scool,Military,10+ years,Not Married,Four,,Own,Other,White,English
8253,[10.000-15.000),M,Single,18-24,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Two,,Rent,House,Pacific Islander,English
8254,[30.000-40.000),M,Single,25-34,1 to 3 years of college,Retired,7-10 years,Not Married,One,,Rent,Condominium,White,English
8255,[10.000-15.000),F,Married,65+,Grad Study,Retired,10+ years,No,Two,,Own,House,White,English
8256,[10.000-15.000),M,Single,18-24,Graduated High Scool,Sales Worker,4-6 years,Not Married,Four,,Family,House,White,English
8257,-10.000),M,Single,18-24,Grades 9 to 11,Factory Worker/Laborer/Driver,10+ years,Not Married,Three,One,Own,House,White,English
8258,-10.000),M,,14-17,Grades 9 to 11,Sales Worker,4-6 years,No,Three,Three,Rent,Condominium,White,English
8259,[10.000-15.000),M,Single,18-24,College graduate,Professional/Managerial,1-3 years,Not Married,One,,Rent,Apartment,White,English
8260,-10.000),F,Single,14-17,Grades 9 to 11,Sales Worker,10+ years,Not Married,Three,One,Family,House,White,English
8261,-10.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Three,,Family,Condominium,White,English
8262,-10.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Five,,Family,House,White,English
8263,[75.000-,M,Single,25-34,Graduated High Scool,Sales Worker,10+ years,Not Married,One,,Own,House,White,English
8264,[10.000-15.000),F,Single,14-17,Grades 9 to 11,Sales Worker,1-3 years,Not Married,Three,Two,Rent,Apartment,Other,English
8265,[10.000-15.000),M,Single,18-24,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Not Married,Two,,Rent,Apartment,White,English
8266,[50.000-75.000),M,Married,65+,Grad Study,Retired,10+ years,No,Two,,Own,House,White,English
8267,-10.000),M,Single,25-34,College graduate,Unemployed,10+ years,Not Married,One,,Rent,House,White,English
8268,[10.000-15.000),F,Divorced,45-54,1 to 3 years of college,Clerical/Service Worker,4-6 years,Not Married,Two,,Rent,Other,White,English
8269,[50.000-75.000),M,Single,14-17,Grades 9 to 11,Factory Worker/Laborer/Driver,10+ years,Not Married,Six,Two,Family,House,White,English
8270,-10.000),M,Single,18-24,1 to 3 years of college,,10+ years,Not Married,Four,,Family,House,,English
8271,[10.000-15.000),M,Single,25-34,1 to 3 years of college,Factory Worker/Laborer/Driver,,Not Married,Two,,Family,House,White,English
8272,[40.000-50.000),M,Together,35-44,1 to 3 years of college,Professional/Managerial,1-3 years,Not Married,Two,,Rent,Apartment,White,English
8273,[10.000-15.000),M,Single,25-34,1 to 3 years of college,"Student, HS or College",4-6 years,Not Married,Two,,Rent,Apartment,White,English
8274,[30.000-40.000),F,Single,18-24,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,One,Family,House,Asian,English
8275,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",-1 year,Not Married,Four,One,Family,House,White,English
8276,[50.000-75.000),F,Married,65+,1 to 3 years of college,Retired,10+ years,No,Two,,Own,House,White,English
8277,[40.000-50.000),F,Married,55-64,1 to 3 years of college,Retired,10+ years,No,Two,,Own,Condominium,White,English
8278,-10.000),F,Single,18-24,Graduated High Scool,Sales Worker,1-3 years,Not Married,Four,,Family,House,White,English
8279,[50.000-75.000),M,Married,65+,Grad Study,Retired,10+ years,No,Two,,Own,House,White,English
8280,[10.000-15.000),M,Married,65+,Grades 9 to 11,Retired,10+ years,No,Two,,Own,House,White,English
8281,[10.000-15.000),M,Single,18-24,Graduated High Scool,Unemployed,,Not Married,One,,Family,Apartment,Hispanic,Spanish
8282,[75.000-,F,Together,14-17,Graduated High Scool,Unemployed,7-10 years,No,Five,Three,Family,House,White,English
8283,[50.000-75.000),M,Single,18-24,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Three,,Family,House,Hispanic,Spanish
8284,[75.000-,M,Single,18-24,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,Two,Family,House,Black,English
8285,[50.000-75.000),F,Married,55-64,Grad Study,Retired,10+ years,No,,,Own,House,White,
8286,[15.000-20.000),F,Widowed,65+,1 to 3 years of college,Retired,,Not Married,One,,Own,House,White,English
8287,[50.000-75.000),F,Married,55-64,College graduate,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
8288,[50.000-75.000),M,Single,18-24,1 to 3 years of college,Sales Worker,10+ years,Not Married,Four,,Family,House,White,English
8289,[40.000-50.000),F,Married,35-44,Grad Study,Professional/Managerial,7-10 years,Yes,Four,Two,Own,House,White,English
8290,[25.000-30.000),F,Married,65+,1 to 3 years of college,Retired,1-3 years,No,Two,,Own,House,White,English
8291,[30.000-40.000),M,Married,65+,1 to 3 years of college,Retired,4-6 years,No,Two,,Own,House,White,English
8292,[75.000-,M,Divorced,45-54,Graduated High Scool,Professional/Managerial,1-3 years,Not Married,One,,Rent,House,White,English
8293,-10.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",,Not Married,,,Rent,Apartment,White,English
8294,[50.000-75.000),F,Single,25-34,College graduate,Professional/Managerial,-1 year,Not Married,Five,,Rent,House,White,English
8295,[20.000-25.000),F,Single,18-24,College graduate,Professional/Managerial,-1 year,Not Married,Three,,Rent,House,White,English
8296,[40.000-50.000),M,Married,65+,College graduate,Professional/Managerial,10+ years,No,Two,,Own,House,White,English
8297,-10.000),M,Single,18-24,1 to 3 years of college,Clerical/Service Worker,1-3 years,Not Married,Three,,Rent,Condominium,White,English
8298,-10.000),M,Single,18-24,Graduated High Scool,Clerical/Service Worker,-1 year,Not Married,Two,,Rent,House,White,English
8299,[20.000-25.000),F,Widowed,45-54,Grad Study,Retired,10+ years,Not Married,Four,,Own,House,White,
8300,[20.000-25.000),M,Married,25-34,1 to 3 years of college,Professional/Managerial,7-10 years,Yes,Two,,Rent,,White,English
8301,[50.000-75.000),F,Married,35-44,College graduate,Professional/Managerial,10+ years,Yes,Three,One,Own,House,Asian,English
8302,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",,Not Married,Four,One,Family,House,White,English
8303,[30.000-40.000),F,Married,35-44,Graduated High Scool,Homemaker,,No,Four,One,Own,House,White,English
8304,-10.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Three,,Family,,Hispanic,English
8305,-10.000),F,Single,18-24,Grad Study,Clerical/Service Worker,,Not Married,Three,,Rent,Apartment,Hispanic,Spanish
